2023-05-22 15:56:28,675 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,676 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,677 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,678 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,679 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,679 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,680 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,681 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,681 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,682 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,683 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,683 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,684 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,685 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,686 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,686 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,687 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,688 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,688 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,689 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,690 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,690 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,691 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,692 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,692 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,693 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,694 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
2023-05-22 15:56:28,695 DEBUG   HandlerThread:60191 [handler.py:handle_request():139] handle_request: partial_history
